,URL,名前,メンバー,人数,性別,別名,結成年,結成-1-1,解散年,解散-1-1,事務所,活動時期,師匠,出身,影響,出会い,旧コンビ名,旧トリオ名,旧グループ名,現在の活動状況,芸種,ネタ作成者,現在の代表番組,過去の代表番組,同期,公式サイト,受賞歴,YouTube
55,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E3%82%B6%E3%83%AA%E3%82%AC%E3%83%8B_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),アメリカザリガニ (お笑いコンビ),柳原哲也 平井善之,2,11,アメザリ,1994年,1994/1/1,,,松竹芸能,1995年 -,,,,中学校時代,劇団アメリカザリガニ,,,テレビ・ライブなど,漫才,両者,,スレッドキングABC BAN!BOO!ぱいん!! サキよみ ジャンBANG!,オーケイ アンタッチャブル バカリズム おぎやはぎ,https://www.shochikugeino.co.jp/talents/01/post-0.html,1998年 ABCお笑い新人グランプリ審査員特別賞 1998年 NHK上方漫才コンテスト最優秀賞 1998年 上方お笑い大賞銀賞 1999年 上方漫才大賞新人賞 2002年 上方お笑い大賞最優秀技能賞 2003年 上方漫才大賞奨励賞 2008年 MBS新世代漫才アワード優勝,
56,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),アメリカンコミックス (お笑いコンビ),飯島翔平 鈴木祐介,2,11,,2015年,2015/1/1,2018年,2018/1/1,サンミュージックプロダクション,2015年 - 2018年12月4日,,ワタナベコメディスクール15期（飯島）,,大学のお笑いサークル,しまいにゃショパン（飯島） エイリアンGOGO（飯島） けつばん（鈴木）,,,解散（鈴木は別コンビで活動）,コント 漫才,,,新しい波24,,https://web.archive.org/web/20150525033015/http://www.sunmusic.org/profile/americancomics.html,,
57,https://ja.wikipedia.org/wiki/%E3%81%82%E3%82%81%E3%82%93,あめん,キューティー上木 よろこんで佐藤,2,11,,2010年2月,2010/1/12,2015年,2015/1/1,ワタナベエンターテインメント,2010年 - 2015年,,,,,上木総合研究所（上木） ひょろりんず（佐藤）,,,解散（両者、ピンで活動）,漫才,,なし,エンタの神様 など,,,,
58,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A2%E3%83%BC%E3%83%B3,アモーン,関口まじめ 田村元樹,2,11,,2004年12月,2004/12/1,,,浅井企画,2004年 -,,ワタナベコメディスクール2期,サンドウィッチマン,,,,,テレビ,漫才,,前略、西東さん,ぱりぴTV サンバリュ にちようチャップリンなど,,,,https://www.youtube.com/channel/UCWloq_pcmTuWVj3ywZWK6mA
59,https://ja.wikipedia.org/wiki/%E8%8D%92%E6%B3%A2%E9%83%A8%E5%B1%8B,荒波部屋,山根太正 茖荷貴史,2,11,,1996年,1996/1/1,2000年,2000/1/1,松竹芸能,1996年 - 2000年5月,,,,,,,,解散（山根は芸能事務所社員、茗荷はピンで活動）,コント,,,爆笑オンエアバトル など,,,1999年 第20回今宮子供えびすマンザイ新人コンクール奨励賞,
60,https://ja.wikipedia.org/wiki/%E3%81%82%E3%82%8A%E3%81%8C%E3%81%A8%E3%81%86_(%E3%81%8A%E7%AC%91%E3%81%84),ありがとう (お笑い),ぁみ 細野哲平,2,11,,2008年1月30日,2008/1/11,,,吉本興業,2008年 -,,NSC東京校10期（ぁみ） NSC東京校11期（細野）,,,,,,テレビ・ラジオ・ライブなど,コント,,,,,https://web.archive.org/web/20080614163437/http://arigatou.laff.jp/,,https://www.youtube.com/channel/UCSEVmNAvs5-8OdkKxyp8AWA
61,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AAto%E3%82%AD%E3%83%AA%E3%82%AE%E3%83%AA%E3%82%B9,アリtoキリギリス,石井正則 石塚義之,2,11,アリキリ,1994年,1994/1/1,2016年,2016/1/1,ホリプロ,1994年8月 - 2016年12月,,スクールJCA2期（石塚）,,,,,,解散（共に俳優またはタレントなどで活動）,,石井正則,,いつでも笑みを! タモリ倶楽部 志村流 志村塾 おしゃれ!アイドル学園 美川屋本舗?ヒットの法則? ほんパラ!関口堂書店 など,,,石井正則（2000年エランドール新人賞受賞）,
62,https://ja.wikipedia.org/wiki/%E3%81%82%E3%82%8A%E3%82%93%E3%81%8F%E3%82%8A%E3%82%93,ありんくりん,ひがりゅうた クリス,2,11,,2014年,2014/1/1,,,よしもとエンタテインメント沖縄,2013年 -,,よしもと沖縄エンターテイメントカレッジ3期,[スリムクラブ],高校時代,,,,ライブ、テレビ、ラジオ ほか,漫才、コント,,,,カシスオレンジ、ところどころ、ヤンバルナゴン、島袋忍,https://profile.yoshimoto.co.jp/talent/detail?id=6907,琉球朝日放送「お笑いバイアスロン2018」優勝 沖縄テレビ「新春！Oh笑い O-1グランプリ2019・2020」優勝,
63,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%AA%E4%B8%89%E4%B8%96,アルカリ三世,坂本ちゃん 添野豪,2,11,,1999年,1999/1/1,2002年,2002/1/1,浅井企画,1999年 - 2002年,,,,,,,,解散（坂本ちゃんはピンで活動）,漫才、コントなど,,,ウッチャンナンチャンのウリナリ!! 進ぬ!電波少年,,,,
64,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%82%B3%26%E3%83%94%E3%83%BC%E3%82%B9,アルコ&ピース,平子祐希 酒井健太,2,11,アルピー,2006年4月 -,2006/1/14,,,SMA NEET Project →太田プロダクション,2006年4月 -,,,,,ドントクライ →セクシーチョコレート （平子） ホトトギス （酒井）,,,テレビ・ラジオ・ライブなど,コント、漫才,平子祐希,沈黙の金曜日、アルコ&ピース D.C.GARAGE,,ドランクドラゴン バイきんぐ  ガリットチュウ レイザーラモン  黒瀬純（パンクブーブー） 福田充徳（チュートリアル）など （平子）  三四郎 オリエンタルラジオ トレンディエンジェル はんにゃ フルーツポンチ ミルクボーイなど （酒井）,,2012年 THE MANZAI 決勝3位  2013年 キングオブコント 決勝7位,https://www.youtube.com/channel/UCZ6J5UWwctyhNn8vNRUPl-w
65,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%95%E3%82%A1%E3%83%AB%E3%83%95%E3%82%A1_(%E3%81%8A%E7%AC%91%E3%81%84),アルファルファ (お笑い),豊本明長 飯塚悟志,2,11,,1995年,1995/1/1,2003年（コンビでの活動終了年）,2003/1/1,プロダクション人力舎,1995年 - 2003年3月 2003年9月19日 - 9月20日,,スクールJCA2期（飯塚） スクールJCA3期（豊本）,,スクールJCA,αルファ,,,角田が加入し「東京03」を結成,コント,飯塚悟志,ゴッドタン など,爆笑オンエアバトル 爆笑BOOING チャンネル北野 など,渡部建（アンジャッシュ） ダンディ坂野など（飯塚） アンタッチャブル おぎやはぎなど（豊本）,,,
66,https://ja.wikipedia.org/wiki/%E3%81%82%E3%82%8F%E3%82%88%E3%81%8F%E3%81%B0_(%E3%81%8A%E7%AC%91%E3%81%84),あわよくば (お笑い),小川祐生 西木ファビアン勇貫,2,11,,2008年 2018年（再結成）,2008/1/1,2016年,2016/1/1,吉本興業,2009年 - 2016年3月29日 2018年5月 -,,NSC東京校14期,,学習塾,,,,テレビ・ライブなどで活動,漫才,両者,,新進気鋭、ロケットライブ など,ダイタク ネルソンズ スパイク りんたろー。（EXIT） いっすねー!山脇 井上虫歯二本 アンチエイジ徳泉 なめたらいかんぜよ。MARI THE GREATEST HITS ゆきち先生 カゲヤマ ウメボシエンジン 山添寛（相席スタート）など,https://profile.yoshimoto.co.jp/talent/detail?id=6583,2009年 今宮子供えびすマンザイ新人コンクール新人漫才福笑い大賞,
67,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%82%AC%E3%83%BC%E3%83%AB%E3%82%BA,アンガールズ,山根良顕 田中卓志,2,11,アンガーるず,2000年9月,2000/1/19,,,ワタナベエンターテインメント,2002年1月 -,,現事務所のオーディション,東野 幸治[1],大学時代のサークル,高本山根（山根） ラスカルズ（田中）,,,テレビ・ライブなど,コント,田中 卓志,元就。 爆報! THE フライデー,少女B 落下女 爆笑問題のバク天! じゃんが×2スタジアム,オードリー スーパーマラドーナ NON STYLE ナイツ 南海キャンディーズ キングコング ダイアン タイムマシーン3号 ピース 平成ノブシコブシ 流れ星 U字工事 久保田かずのぶ（とろサーモン） 林健（ギャロップ）など,https://www.watanabepro.co.jp/mypage/3000004/,2017年 キングオブコント 決勝5位,https://www.youtube.com/channel/UC2GDqI416LxFZDBB95Ag80Q
68,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%82%AB%E3%83%B3%E3%83%9F%E3%83%B3%E3%82%AB%E3%83%B3,アンカンミンカン,川島大輔 富所哲平,2,11,,2006年,2006/1/1,,,吉本興業,2007年 -,,NSC東京校12期,,,,,,あなたの街に住みますプロジェクト、住みます芸人として活動中,,川島大輔,アンカンミンカンのまじうれ WAI WAI Groovin' 群馬のビジネス情報バラエティーBusi-Neta! まちなかテレビ,,ジャングルポケット 渡辺直美  御茶ノ水男子,https://profile.yoshimoto.co.jp/talent/detail?id=3324,,
69,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%82%AF%E3%83%AB%E3%83%99%E3%82%A4%E3%83%93%E3%83%BC,アンクルベイビー,大川ひろし 瞳ジョージ,2,11,,1983年,1983/1/1,,,ボーイズバラエティ協会,,,,,,,,,,歌謡漫談,,,,,,,
70,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%83%E3%82%B7%E3%83%A5,アンジャッシュ,児嶋一哉 渡部建,2,11,,1993年,1993/1/1,,,プロダクション人力舎,1994年 -,,スクールJCA1期（児嶋） スクールJCA2期（渡部）,明石家さんま ノンキーズ とんねるず あさりど さまぁ?ず Take2 ジュンカッツ,東京都立日野高等学校,UNJASH,,,テレビ・ライブなど,コント,両者（+構成作家）,白黒アンジャッシュ 所さんの学校では教えてくれないそこんトコロ! ココロ部! など,ゴッターニ! みんなのウマ倶楽部 メンB アンデュ めざせ!会社の星 など,中川家 陣内智則 たむらけんじ ケンドーコバヤシ ハリウッドザコシショウなど（児嶋） ロンドンブーツ1号2号 ペナルティ DonDokoDon  設楽統（バナナマン） TIM 飯塚悟志（東京03） ダンディ坂野 有吉弘行 劇団ひとり 小籔千豊 COWCOW 2丁拳銃など（渡部）,http://www.p-jinriki.com/talent/un-jash/,1997年 第7回ニッポン放送高田文夫プロデュースOWARAIゴールドラッシュII優勝 1998年 第10回ニッポン放送高田文夫プロデュースOWARAIゴールドラッシュII第2回グランドチャンピオン大会優勝 1999年 大竹まこと主催 下北沢若手演芸大賞 第6位 2000年 ヒロミが選ぶ！ベスト芸人2000！ 銅賞 2001年 国立演芸場 花形演芸大賞 銀賞 2002年 NHK新人演芸大賞 演芸部門 ノミネート 2003年 爆笑オンエアバトル 第5代チャンピオン 輝け!2005年お笑いネタのグランプリ 放送委員会特別賞 爆笑オンエアバトル - ゴールド&プラチナバトラー,
71,https://ja.wikipedia.org/wiki/ANZEN%E6%BC%AB%E6%89%8D,ANZEN漫才,みやぞん（写真左） あらぽん（写真右）,2,11,,2009年,2009/1/1,,,浅井企画,2009年 -,どぶろっく,東京都足立区,,保育園の同級生,,,,ライブ、テレビ,漫談、モノマネ、歌ネタ、毒舌、漫才,あらぽん,,,石出奈々子、あばれる君,http://asaikikaku.co.jp/talent/profile/anzenmanzai,『登猿門』グランドチャンピオン大会（2015年6月24日）優勝 日本テレビ『PON!』お笑い数うちゃPON! 2015年8月月間チャンピオン フジテレビ『ものまね王座決定戦』決勝7位（2016年）,
72,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%80%E3%83%BC%E3%82%A8%E3%82%A4%E3%82%B8,アンダーエイジ,熊谷由輔 結城多聞,2,11,,2007年,2007/1/1,,,吉本興業,2007年 -,,NSC東京校11期,,,,,,,,,Go!Go!いわて 5きげんテレビ など,,エド・はるみ シソンヌ チョコレートプラネットなど,https://profile.yoshimoto.co.jp/talent/detail?id=3322,,
73,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%80%E3%83%BC%E3%83%9D%E3%82%A4%E3%83%B3%E3%83%88,アンダーポイント,増野豊 本美大,2,11,,2003年,2003/1/1,,,吉本興業東海支社,2003年4月 -,,,,,UNDER POINT,,,,漫才,,「アンダーポイントのまっぴるま!」（東海ラジオ）,,ハリセンボン しずる ライス かまいたち 和牛,,,
74,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%80%E3%83%BC%E3%83%A9%E3%82%A4%E3%83%B3_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),アンダーライン (お笑いコンビ),菊地良平 ピークフォーム井出,2,11,,2009年,2009/1/1,2012年,2012/1/1,ワタナベエンターテインメント,2009年 - 2012年7月,,スクールJCA16期 ワタナベコメディスクール8期,,春日部共栄高等学校野球部,,,,解散,コント,,,,吉川☆ミホカヨ、アーチ、らむ、はた坊（モラリスト）、ジャギステージ、クチタマ80、凸レンズパリ夫パリ助、よしはら久恵,,,
75,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%82%BF%E3%83%83%E3%83%81%E3%83%A3%E3%83%96%E3%83%AB_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),アンタッチャブル (お笑いコンビ),柴田 英嗣 山崎 弘也,2,11,アンタ,1994年,1994/1/1,,,プロダクション人力舎,1995年 - 2010年2月 2019年11月 -,,スクールJCA3期,ダウンタウン 海砂利水魚,スクールJCA,シカゴマンゴ,,,,漫才、コント,両者,,爆笑オンエアバトル エンタの神様 虎の門など,豊本明長（東京03） 徳井義実（チュートリアル） 次長課長 野性爆弾 ブラックマヨネーズ スピードワゴン スギちゃん タカアンドトシ ガレッジセール 佐藤哲夫（パンクブーブー）など,http://www.p-jinriki.com/talent/untouchable/,2004年 爆笑オンエアバトル第6代チャンピオン 2004年 M-1グランプリ優勝,
76,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%88%E3%83%8B%E3%82%AA_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),アントニオ (お笑いコンビ),武田豊彦 宮下聖史,2,11,,,,2007年,2007/1/1,松竹芸能,? - 2007年,,,,,ファインスタント（2006年3月まで）,,,解散,,,なし,なし,,,,
77,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%89%E3%83%AD%E3%82%A4%E3%83%89_(%E3%81%8A%E7%AC%91%E3%81%84),アンドロイド (お笑い),翔大 おかじ,2,11,,2016年,2016/1/1,,,吉本興業,2016年 -,,NSC大阪校42期,,兵庫県高砂市のサッカークラブ,,,,,漫才,翔大,アンドロイドの統一委員会,,まさしさま モンデン テクニック ボロボロバイセコー くまもとゆうき 谷町娘など,,ハイスクールマンザイ2017優勝 モテワン・TOP1グランプリ2018優勝 第8回笑顔甲子園優勝,
78,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%88%E3%83%AF%E3%83%8D%E3%83%83%E3%83%88_(%E3%81%8A%E7%AC%91%E3%81%84),アントワネット (お笑い),山口いく 小澤優人,2,11,,2013年,2013/1/1,,,ワタナベエンターテインメント,2013年4月 -,,ワタナベコメディスクール13期(山口),,学生お笑いライブ,,,,,漫才,,,,平野ノラ、ハナコ、ゴールデンエイジ、ジャイアントジャイアン、チャーミング炒飯、薄幸（納言）、あしべ、ライスランド他,https://www.watanabepro.co.jp/mypage/4000082/,,https://www.youtube.com/user/UCfNpvyH8F28u-0wPVXpcwpg
79,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%90%E3%83%A9%E3%83%B3%E3%82%B9_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),アンバランス (お笑いコンビ),黒川忠文 山本栄治,2,11,,1992年,1992/1/1,,,ぱれっと →太田プロダクション,1992年 -,,,,,,,,テレビ、ラジオ、ライブ,漫才、コント,山本栄治,パチロット情報局,殿様のフェロモン,藤井隆 ココリコ 中川家 オアシズ U-turn BOOMERなど,http://www006.upp.so-net.ne.jp/kurokin/,,
80,https://ja.wikipedia.org/wiki/%E3%81%82%E3%82%93%E3%81%BA%E3%81%82,あんぺあ,安倍洋平 青木竜也,2,11,,2004年,2004/1/1,2012年,2012/1/1,サンミュージックプロダクション,2004年 -?? 2006年 - 2012年5月,,専門学校東京アナウンス学院芸能バラエティ科,,,アンペア,,,ライブ,漫才,,,,柳原可奈子、セーフティ番頭 ※東京アナウンス学院の同期,https://web.archive.org/web/20091118174518/http://www.sunmusic.org/profile/ampere.html,,
82,https://ja.wikipedia.org/wiki/%E3%81%84%E3%81%84%E5%A1%A9%E6%A2%85,いい塩梅,松村祥維 久保田星希,2,11,,2017年,2017/1/1,2019年,2019/1/1,SMA HEET Project,2017年5月21日 - 2019年,,ワタナベコメディスクール15期（久保田）,,,,,,,漫才,,,,,http://heet-project.com/profile/iianbai/,,
83,https://ja.wikipedia.org/wiki/EE%E7%94%B7,EE男,山口宇史 八島広樹,2,11,,2003年,2003/1/1,,,ワタナベエンターテインメント,2003年 - 2015年,,,,日本大学在学中,,,,活動休止中,主に漫才,,,コンバット 爆笑レッドカーペット PON! など,しずるなど,,,
84,https://ja.wikipedia.org/wiki/Yes-man,Yes-man,越田 裕 村山武蔵,2,11,,2004年,2004/1/1,2019年,2019/1/1,トゥインクル・コーポレーション,2004年 - 2019年9月7日,,太田プロお笑いセミナー14期,,小学校の同級生,,,,テレビ・ライブなど,コント,,,爆笑オンエアバトル 爆笑トライアウト エンタの天使 など,少林寺健康クラブ、サワー沢口,,NHK新人お笑い大賞2014 本戦出場,
85,https://ja.wikipedia.org/wiki/%E5%BA%B5%E3%80%82,庵。,ボギー吉村 英哲,2,11,,2003年,2003/1/1,2009年6月,2009/1/16,慈プロダクション → ライトハウス,2003年 - 2009年,,,,,,,,解散（ボギーはピン、英哲は別コンビで活動）,漫才、コント,,なし,爆笑オンエアバトル エンタの天使 キャラ☆キング 爆笑レッドカーペット 他,,,M-1グランプリ（2005年）準決勝進出 R-1ぐらんぷり（2009年）準決勝進出（ジョーク東郷（ボギー）のみ）,
86,https://ja.wikipedia.org/wiki/%E3%81%84%E3%81%8B%E3%81%99%E3%81%9C%E3%82%B8%E3%83%A7%E3%83%8A%E3%82%B5%E3%83%B3,いかすぜジョナサン,川村優太 小俣勇二,2,11,,2014年4月1日,2014/4/1,,,ラフィーネプロモーション,2014年 - ,,,,,カワマタ,,,テレビ,コント,,,直前！キングオブコント2019、深夜に発見！新ｓｈｏｃｋ感～一度おためしください～、そろそろ にちようチャップリンなど,,https://laugh-iine-pro.co.jp/talent/%E3%81%84%E3%81%8B%E3%81%99%E3%81%9C%E3%82%B8%E3%83%A7%E3%83%8A%E3%82%B5%E3%83%B3/,,
87,https://ja.wikipedia.org/wiki/%E7%B2%8B%E3%81%AA%E3%82%8A,粋なり,鈴木達也 大輪貴史,2,11,,1999年,1999/1/1,2003年,2003/1/1,ケイダッシュステージ,1999年 - 2003年,,,,,ラ☆パニック（鈴木） チャックリン（大輪）,,,解散（大輪は構成作家として活動）,コント,,,爆笑オンエアバトル など,,,,
88,https://ja.wikipedia.org/wiki/EXIT_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93),EXIT (お笑いコンビ),りんたろー。 兼近 大樹,2,11,,2017年,2017/1/1,,,吉本興業,2017年12月22日 -,,NSC東京校14期（りんたろー。） NSC東京校19期（兼近）,ちゃらん婆 トータルテンボス（りんたろー。） 又吉直樹（ピース）（兼近）,,SCANDAL（仮コンビ名） ベイビーギャング（りんたろー。） ぷりずん。（兼近）,,,テレビ、ライブなど,ネオ渋谷系チャラ漫才,りんたろー。,,,ダイタク ネルソンズ 山添寛（相席スタート） スパイク インディアンス セルライトスパなど （りんたろー。） 8.6秒バズーカー ジャンゴ ゆめっち（3時のヒロイン） 赤嶺総理 湘南パイプキャッツ 宮下草薙など （兼近）,https://profile.yoshimoto.co.jp/talent/detail?id=6547,,https://www.youtube.com/channel/UCr_Zyf2yUXCyk-hUSXFqcaQ
